Marke Beschreibung;Artikelkategorie Beschreibung;Artikeltyp Beschreibung;Artikelnr.;Kred.- Artikelnr.;Farbsaison2;Beschreibung;Kreditorfarbcode;Kreditor Farbtext;Grösse;Lagerort Code;Filialendbestand;NOS Griffeinheit;Mindestbestellmenge;Aktueller Sollbestand;Datum erster Wareneingang;Letztes WE Datum;VK-Preis aktuell;September 2023;Absatz 1 Jahr;Absatz Schnitt Monat;Reichweite in Monaten;August 2023;Juli 2023;Juni 2023;Mai 2023;April 2023;März 2023;Februar 2023;Januar 2023;Dezember 2022;November 2022;Oktober 2022;September 2022
NARS;Maquillage Make-Up;Blush;ARTI10269206;34104017102;9999;BLUSH;025;TORRID;KEINEGRÖßE;101;3;1;3;3;09.07.21;22.05.23;49.9;0;6;0.5;6;0;1;1;1;2;1;0;0;0;0;0;0
NARS;Maquillage Make-Up;Concealer;ARTI10269619;34101236101;9999;RADIANT CREAMY CONCEALER;005;BISCUIT;KEINEGRÖßE;101;3;1;3;3;04.05.21;28.08.23;47.9;0;34;2.833333333;1.058823529;3;2;5;3;5;5;2;0;4;0;2;3
NARS;Maquillage Make-Up;Blush;ARTI10269645;34104005102;9999;BLUSH;001;AMOUR;KEINEGRÖßE;101;6;1;3;6;26.03.21;28.07.23;49.9;0;22;1.833333333;3.272727273;0;3;0;3;0;1;2;2;2;0;4;5
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10269695;34102376101;9999;PURE RADIANT TINTED MOISTURIZER;013;CUZCO;KEINEGRÖßE;101;3;1;3;3;02.06.21;28.07.23;72.9;0;8;0.666666667;4.5;1;3;1;1;0;0;0;1;0;0;0;1
NARS;Maquillage Make-Up;Blush;ARTI10269708;34104035101;9999;BLUSH;011;LIBERTE;KEINEGRÖßE;101;3;1;3;3;22.05.21;19.06.23;49.9;0;12;1;3;1;1;1;0;0;0;1;1;4;0;1;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10269879;34106610101;9999;NAT.RAD.LONGWEAR FDT;011;VALLAURIS;KEINEGRÖßE;101;3;0;3;3;09.03.22;15.03.22;77.9;0;1;0.083333333;36;0;0;0;0;0;0;1;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10269914;34106614101;9999;NAT.RAD.LONGWEAR FDT;015;VANUATU;KEINEGRÖßE;101;5;0;3;3;07.05.21;28.08.23;77.9;0;7;0.583333333;8.571428571;2;0;1;0;0;1;0;0;0;0;0;3
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10269932;34106606101;9999;NAT.RAD.LONGWEAR FDT;007;VIENNA;KEINEGRÖßE;101;3;0;3;3;02.06.21;30.05.23;77.9;0;12;1;3;1;0;0;2;0;1;3;0;2;1;0;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10269933;34106612101;9999;NAT.RAD.LONGWEAR FDT;013;SAHEL;KEINEGRÖßE;101;5;0;3;3;07.05.21;23.01.23;77.9;0;1;0.083333333;60;0;0;0;0;0;0;0;1;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10269934;34106618101;9999;NAT.RAD.LONGWEAR FDT;019;SYRACUSE;KEINEGRÖßE;101;6;0;3;3;14.09.21;03.04.23;77.9;0;1;0.083333333;72;0;0;0;0;0;0;0;0;0;0;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10270049;34106629101;9999;NAT.RAD.LONGWEAR FDT;030;IGUACU;KEINEGRÖßE;101;5;0;3;3;22.04.22;22.04.22;77.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10270412;34106045101;9999;SHEER GLOW FOUNDATION;014;SANTA FE;KEINEGRÖßE;101;3;1;3;3;08.09.21;06.02.23;77.9;0;8;0.666666667;4.5;1;0;1;0;0;0;0;2;1;3;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10270413;34102366101;9999;PURE RADIANT TINTED MOISTURIZER;009;ST. MORITZ;KEINEGRÖßE;101;1;1;3;3;03.05.21;06.05.22;72.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Concealer;ARTI10270565;34101282101;9999;SOFT MATTE COMPLETE CONCEALER;008;GINGER;KEINEGRÖßE;101;0;1;3;3;22.05.21;03.05.23;48.9;0;17;1.416666667;0;2;2;0;2;3;1;1;1;2;1;1;1
NARS;Maquillage Make-Up;Blush;ARTI10270566;34104068101;9999;BLUSH;030;BUMPY RIDE;KEINEGRÖßE;101;0;1;3;3;18.09.21;03.07.23;49.9;0;13;1.083333333;0;1;3;3;1;1;1;0;1;0;2;0;0
NARS;Maquillage Make-Up;Concealer;ARTI10270582;34101284101;9999;SOFT MATTE COMPLETE CONCEALER;010;CARAMEL;KEINEGRÖßE;101;1;1;3;3;28.09.21;23.01.23;48.9;0;8;0.666666667;1.5;0;2;0;0;1;1;0;2;1;0;0;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10270615;34106616101;9999;NAT.RAD.LONGWEAR FDT;017;VALENCIA;KEINEGRÖßE;101;3;0;3;3;22.09.22;26.06.23;77.9;0;6;0.5;6;0;2;1;0;0;1;0;0;1;0;1;0
NARS;Maquillage Make-Up;Concealer;ARTI10270667;34101229101;9999;RADIANT CREAMY CONCEALER;021;WALNUT;KEINEGRÖßE;101;4;1;3;3;14.06.21;03.05.23;47.9;0;12;1;4;1;1;1;1;0;3;1;1;1;0;2;0
NARS;Maquillage Make-Up;Blush;ARTI10270708;34105156101;9999;LIQUID BLUSH;002;TORRID;KEINEGRÖßE;101;4;0;3;3;24.03.21;28.07.23;47.9;0;22;1.833333333;2.181818182;0;2;3;0;2;2;0;0;2;4;3;4
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10270852;34106047101;9999;SHEER GLOW FOUNDATION;016;STROMBOLI;KEINEGRÖßE;101;3;1;3;3;26.03.21;03.04.23;77.9;0;11;0.916666667;3.272727273;0;0;1;0;1;2;-1;5;1;0;2;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10270889;34106617101;9999;NAT.RAD.LONGWEAR FDT;018;ARUBA;KEINEGRÖßE;101;5;0;3;3;14.09.21;26.06.23;77.9;0;5;0.416666667;12;0;0;1;0;2;0;0;0;1;0;0;1
NARS;Maquillage Make-Up;Blush;ARTI10271036;34104029102;9999;BLUSH;013;LUSTER;KEINEGRÖßE;101;5;1;3;3;20.04.22;12.07.23;49.9;0;9;0.75;6.666666667;0;0;1;0;0;1;2;1;0;1;2;1
NARS;Maquillage Make-Up;Blush;ARTI10271043;34104022101;9999;BLUSH;024;TAOS;KEINEGRÖßE;101;3;1;3;3;10.08.21;03.04.23;49.9;0;13;1.083333333;2.769230769;1;0;0;1;0;1;3;0;4;3;0;0
NARS;Maquillage Make-Up;Concealer;ARTI10271105;34101238101;9999;RADIANT CREAMY CONCEALER;007;AMANDE;KEINEGRÖßE;101;0;1;3;3;03.05.21;22.05.23;47.9;0;22;1.833333333;0;2;2;0;3;2;0;0;3;3;3;1;3
NARS;Maquillage Make-Up;Concealer;ARTI10271169;34101277101;9999;SOFT MATTE COMPLETE CONCEALER;003;CRÈME BRULEE;KEINEGRÖßE;101;8;1;3;6;02.06.21;28.08.23;48.9;0;47;3.916666667;2.042553191;2;2;3;1;3;1;8;5;5;7;7;3
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10271210;34106611101;9999;NAT.RAD.LONGWEAR FDT;012;SANTA FEE;KEINEGRÖßE;101;3;0;3;3;07.05.21;03.07.23;77.9;0;10;0.833333333;3.6;1;0;3;0;0;1;1;0;2;1;1;0
NARS;Maquillage Make-Up;Blush;ARTI10271457;34105155101;9999;LIQUID BLUSH;001;ORGASM;KEINEGRÖßE;101;0;0;3;6;04.05.21;12.07.23;47.9;0;26;2.166666667;0;2;4;4;4;6;0;0;2;4;0;0;0
NARS;Maquillage Make-Up;Concealer;ARTI10271483;34101287101;9999;SOFT MATTE COMPLETE CONCEALER;013;HAZELNUT;OS;101;5;1;3;3;31.01.21;31.01.21;48.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10271664;34106046101;9999;SHEER GLOW FOUNDATION;001;BARCELONA;KEINEGRÖßE;101;2;1;3;3;12.04.21;12.07.23;77.9;0;9;0.75;2.666666667;1;0;2;0;0;0;1;1;1;0;1;2
NARS;Maquillage Make-Up;Concealer;ARTI10271713;34101285101;9999;SOFT MATTE COMPLETE CONCEALER;011;CHESTNUT;KEINEGRÖßE;101;8;1;3;3;31.01.21;31.01.21;48.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10271715;34106608101;9999;NAT.RAD.LONGWEAR FDT;009;PUNJAB;KEINEGRÖßE;101;4;0;3;3;14.06.21;07.06.23;77.9;0;5;0.416666667;9.6;0;1;0;1;2;1;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10271823;34106049101;9999;SHEER GLOW FOUNDATION;018;TAHOE;KEINEGRÖßE;101;1;1;3;3;16.02.22;15.05.23;77.9;0;10;0.833333333;1.2;1;1;2;1;2;0;0;1;1;0;0;1
NARS;Maquillage Make-Up;Concealer;ARTI10271824;34101235101;9999;RADIANT CREAMY CONCEALER;009;GINGER;KEINEGRÖßE;101;2;1;3;6;04.05.21;28.08.23;47.9;0;87;7.25;0.275862069;3;10;12;4;7;6;7;8;10;9;7;4
NARS;Maquillage Make-Up;Blush;ARTI10271836;34101501102;9999;THE MULTIPLE;001;COPACABANA;KEINEGRÖßE;101;5;1;3;3;02.02.22;12.06.23;61.9;0;7;0.583333333;8.571428571;0;0;1;1;2;0;0;0;1;1;1;0
NARS;Maquillage Make-Up;Concealer;ARTI10272041;34101268101;9999;RADIANT CREAMY CONCEALER;013;MACADAMIA;KEINEGRÖßE;101;9;1;3;6;21.05.21;28.08.23;47.9;0;64;5.333333333;1.6875;1;5;5;4;6;5;8;6;8;4;6;6
NARS;Maquillage Make-Up;Concealer;ARTI10272052;34101267101;9999;RADIANT CREAMY CONCEALER;012;CANNELLE;KEINEGRÖßE;101;13;1;3;12;26.03.21;28.08.23;47.9;0;69;5.75;2.260869565;4;2;3;3;4;3;6;7;9;13;12;3
NARS;Maquillage Make-Up;Concealer;ARTI10272055;34101237101;9999;RADIANT CREAMY CONCEALER;006;CARAMEL;KEINEGRÖßE;101;5;1;3;6;07.05.21;28.07.23;47.9;0;26;2.166666667;2.307692308;2;2;2;2;2;2;2;3;2;2;0;5
NARS;Maquillage Make-Up;Concealer;ARTI10272205;34101228101;9999;RADIANT CREAMY CONCEALER;020;SUCRE D'ORGE;KEINEGRÖßE;101;5;1;3;3;02.06.21;28.08.23;47.9;0;12;1;5;2;1;1;2;0;1;0;0;3;0;1;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10272425;34106042101;9999;SHEER GLOW FOUNDATION;010;MONT BLANC;KEINEGRÖßE;101;3;1;3;3;04.05.21;28.04.23;77.9;0;14;1.166666667;2.571428571;0;0;0;1;2;0;3;2;2;1;3;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281774;34501024101;9999;PURE RADIANT TINTED MOISTURIZER;012;012;KEINEGRÖßE;101;6;1;0;6;06.05.21;26.06.23;72.9;0;38;3.166666667;1.894736842;0;1;0;7;3;8;3;2;7;4;2;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281776;34501025101;9999;PURE RADIANT TINTED MOISTURIZER;013;013;KEINEGRÖßE;101;2;1;0;3;06.05.21;28.08.23;72.9;0;5;0.416666667;4.8;2;0;0;0;0;0;0;0;1;0;0;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281777;34501026101;9999;PURE RADIANT TINTED MOISTURIZER;014;014;KEINEGRÖßE;101;3;1;0;3;06.05.21;28.08.23;72.9;0;25;2.083333333;1.44;2;1;5;4;2;1;1;3;4;0;1;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281779;34501027101;9999;PURE RADIANT TINTED MOISTURIZER;015;015;KEINEGRÖßE;101;6;1;0;6;06.05.21;03.05.23;72.9;0;27;2.25;2.666666667;0;2;4;0;2;0;5;2;3;3;3;3
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281780;34501028101;9999;PURE RADIANT TINTED MOISTURIZER;016;016;KEINEGRÖßE;101;5;1;0;3;06.05.21;03.05.23;72.9;0;7;0.583333333;8.571428571;0;0;1;0;1;2;0;1;0;2;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281781;34501029101;9999;PURE RADIANT TINTED MOISTURIZER;017;017;KEINEGRÖßE;101;2;1;0;3;06.05.21;12.07.23;72.9;0;11;0.916666667;2.181818182;1;1;2;2;3;0;0;0;0;0;1;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281789;34501030101;9999;PURE RADIANT TINTED MOISTURIZER;018;018;KEINEGRÖßE;101;3;1;0;3;06.05.21;11.04.23;72.9;0;2;0.166666667;18;0;0;0;0;0;2;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281792;34501031101;9999;PURE RADIANT TINTED MOISTURIZER;019;019;50;101;2;1;0;3;06.05.21;22.04.22;72.9;0;1;0.083333333;24;0;1;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281796;34501032101;9999;PURE RADIANT TINTED MOISTURIZER;020;020;50;101;3;1;0;3;06.05.21;09.11.22;72.9;0;1;0.083333333;36;0;0;0;0;0;0;0;0;0;0;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10281799;34501033101;9999;PURE RADIANT TINTED MOISTURIZER;021;021;50;101;3;1;0;3;06.05.21;17.06.22;72.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Concealer;ARTI10297395;34500251101;9999;RADIANT CREAMY COLOR CORRECTOR - LIGHT;FARBLOS;FARBLOS;KEINEGRÖßE;101;6;0;0;6;13.07.21;03.05.23;51.9;0;50;4.166666667;1.44;1;1;4;3;5;7;3;2;12;2;7;3
NARS;Maquillage Make-Up;Concealer;ARTI10297396;34500253101;9999;RADIANT CREAMY COLOR CORRECTOR - MEDIUM;FARBLOS;FARBLOS;KEINEGRÖßE;101;6;0;0;6;13.07.21;03.07.23;51.9;0;22;1.833333333;3.272727273;0;0;2;4;3;1;1;1;3;0;3;4
NARS;Maquillage Make-Up;Concealer;ARTI10297398;34500255101;9999;RADIANT CREAMY COLOR CORRECTOR - MEDIUM DEEP;FARBLOS;FARBLOS;KEINEGRÖßE;101;5;0;0;6;13.07.21;28.08.23;51.9;0;22;1.833333333;2.727272727;1;3;0;1;4;2;1;0;2;4;2;2
NARS;Maquillage Make-Up;Concealer;ARTI10297399;34500257101;9999;RADIANT CREAMY COLOR CORRECTOR - DEEP;FARBLOS;FARBLOS;KEINEGRÖßE;101;3;0;0;3;13.07.21;28.08.23;51.9;0;3;0.25;12;1;0;0;0;0;0;2;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329800;34502162101;9999;Light Reflecting Foundation;SIBERIA;Siberia;30;101;3;1;0;3;03.03.22;12.06.23;75.9;0;6;0.5;6;0;0;0;1;0;2;1;0;0;2;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329801;34502164101;9999;Light Reflecting Foundation;OSLO;Oslo;30;101;4;1;0;3;03.03.22;03.05.23;75.9;0;15;1.25;3.2;0;0;1;1;0;2;2;0;1;3;4;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329802;34502166101;9999;Light Reflecting Foundation;MONT BLANC;Mont Blanc;30;101;5;1;0;6;03.03.22;28.08.23;75.9;0;47;3.916666667;1.276595745;2;1;3;6;6;9;2;4;8;2;2;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329803;34502168101;9999;Light Reflecting Foundation;YUKON;Yukon;30;101;3;1;0;3;03.03.22;22.05.23;75.9;0;12;1;3;0;0;0;1;1;2;1;1;1;3;2;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329804;34502170101;9999;Light Reflecting Foundation;GOBI;Gobi;30;101;4;1;0;3;03.03.22;27.06.22;75.9;0;7;0.583333333;6.857142857;0;0;0;0;4;0;1;0;0;0;1;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329805;34502172101;9999;Light Reflecting Foundation;SALZBURG;Salzburg;30;101;5;1;0;6;03.03.22;28.08.23;75.9;0;11;0.916666667;5.454545455;0;2;0;1;0;1;1;0;2;2;2;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329806;34502174101;9999;Light Reflecting Foundation;DEAUVILLE;Deauville;30;101;1;1;0;5;03.03.22;12.07.23;75.9;0;53;4.416666667;0.226415094;2;2;4;4;7;9;5;1;7;5;3;4
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329807;34502176101;9999;Light Reflecting Foundation;VIENNA;Vienna;30;101;5;1;0;6;03.03.22;11.04.23;75.9;0;21;1.75;2.857142857;1;1;1;0;2;1;2;4;4;4;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329808;34502178101;9999;Light Reflecting Foundation;FIJI;Fiji;30;101;3;1;0;4;03.03.22;28.08.23;75.9;0;42;3.5;0.857142857;2;1;2;4;0;1;4;4;7;7;8;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329809;34502180101;9999;Light Reflecting Foundation;PUNJAB;Punjab;30;101;1;1;0;3;03.03.22;28.07.23;75.9;0;27;2.25;0.444444444;0;4;2;2;3;4;3;1;3;0;0;5
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329810;34502182101;9999;Light Reflecting Foundation;PATAGONIA;Patagonia;30;101;2;1;0;6;03.03.22;28.07.23;75.9;0;18;1.5;1.333333333;2;5;1;0;0;1;2;0;2;2;1;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329811;34502184101;9999;Light Reflecting Foundation;VALLAURIS;Vallauris;30;101;11;1;0;6;03.03.22;28.04.22;75.9;0;2;0.166666667;66;0;0;0;0;1;0;0;1;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329812;34502186101;9999;Light Reflecting Foundation;SANTA FE;Santa Fe;30;101;3;1;0;2;03.03.22;03.05.23;75.9;0;12;1;3;0;0;1;1;1;0;2;3;2;0;2;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329844;34502188101;9999;Light Reflecting Foundation;SAHEL;Sahel;30;101;4;1;0;6;03.03.22;28.08.23;75.9;0;18;1.5;2.666666667;2;2;0;0;0;1;3;0;4;0;3;3
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329845;34502190101;9999;Light Reflecting Foundation;STROMBOLI;Stromboli;30;101;9;1;0;6;03.03.22;28.04.22;75.9;0;7;0.583333333;15.42857143;0;0;0;0;0;0;0;2;1;1;2;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329846;34502192101;9999;Light Reflecting Foundation;VANUATU;Vanuatu;30;101;2;1;0;3;03.03.22;28.08.23;75.9;0;8;0.666666667;3;2;0;1;0;0;1;1;0;0;2;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329847;34502194101;9999;Light Reflecting Foundation;BARCELONA;Barcelona;30;101;5;1;0;6;03.03.22;21.07.23;75.9;0;21;1.75;2.857142857;0;3;1;1;2;1;3;2;2;2;1;3
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329848;34502196101;9999;Light Reflecting Foundation;VALENCIA;Valencia;30;101;1;1;0;3;03.03.22;12.06.23;75.9;0;12;1;1;0;2;1;0;1;0;1;2;1;0;2;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329849;34502198101;9999;Light Reflecting Foundation;ARUBA;Aruba;30;101;4;1;0;3;03.03.22;01.11.22;75.9;0;3;0.25;16;0;1;0;0;0;0;0;0;0;1;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329851;34502200101;9999;Light Reflecting Foundation;SYRACUSE;Syracuse;30;101;5;1;0;3;03.03.22;28.04.22;75.9;0;6;0.5;10;0;1;0;1;1;2;0;0;1;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329852;34502202101;9999;Light Reflecting Foundation;TAHOE;Tahoe;30;101;5;1;0;3;03.03.22;28.04.22;75.9;0;5;0.416666667;12;0;2;0;0;0;1;0;1;0;0;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329853;34502204101;9999;Light Reflecting Foundation;MOOREA;Moorea;30;101;12;1;0;3;03.03.22;28.04.22;75.9;0;4;0.333333333;36;0;0;0;0;0;1;0;0;0;3;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329854;34502206101;9999;Light Reflecting Foundation;HUAHINE;Huahine;30;101;3;1;0;3;03.03.22;28.04.22;75.9;0;3;0.25;12;0;0;0;0;0;0;0;0;1;1;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329855;34502208101;9999;Light Reflecting Foundation;CADIZ;Cadiz;30;101;17;1;0;6;03.03.22;28.04.22;75.9;0;3;0.25;68;1;0;1;0;0;0;1;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329876;34502210101;9999;Light Reflecting Foundation;CARACAS;Caracas;30;101;10;1;0;3;08.03.22;28.04.22;75.9;0;2;0.166666667;60;0;0;1;0;0;0;0;0;1;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329877;34502212101;9999;Light Reflecting Foundation;BELEM;Belem;30;101;6;1;0;3;08.03.22;28.04.22;75.9;0;1;0.083333333;72;0;0;0;0;0;1;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329878;34502214101;9999;Light Reflecting Foundation;MACAO;Macao;30;101;4;1;0;3;03.03.22;01.11.22;75.9;0;5;0.416666667;9.6;0;1;0;0;1;0;0;0;1;0;2;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329879;34502216101;9999;Light Reflecting Foundation;MARQUISES;Marquises;30;101;7;1;0;3;03.03.22;28.04.22;75.9;0;4;0.333333333;21;0;0;0;1;0;0;1;0;0;0;0;2
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329880;34502218101;9999;Light Reflecting Foundation;MANAUS;Manaus;30;101;10;1;0;3;03.03.22;28.04.22;75.9;0;1;0.083333333;120;0;0;0;0;0;0;0;0;1;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329881;34502220101;9999;Light Reflecting Foundation;NEW CALEDONIA;New Caledonia;30;101;6;1;0;3;03.03.22;28.04.22;75.9;0;3;0.25;24;0;0;0;1;0;0;0;0;1;0;1;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329882;34502222101;9999;Light Reflecting Foundation;IGUACU;Iguacu;30;101;12;1;0;3;03.03.22;28.04.22;75.9;0;1;0.083333333;144;0;0;0;0;0;0;0;0;0;0;0;1
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329883;34502224101;9999;Light Reflecting Foundation;NAMIBIA;Namibia;30;101;14;1;0;3;03.03.22;28.04.22;75.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329884;34502226101;9999;Light Reflecting Foundation;ZAMBIE;Zambie;30;101;18;1;0;3;03.03.22;28.04.22;75.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329885;34502228101;9999;Light Reflecting Foundation;MALI;Mali;30;101;11;1;0;3;03.03.22;28.04.22;75.9;0;1;0.083333333;132;0;0;0;1;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329886;34502672101;9999;Light Reflecting Foundation;ANGUILLA;Anguilla;30;101;10;1;0;3;03.03.22;27.05.22;75.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;Make-Up flüssig;ARTI10329887;34502674101;9999;Light Reflecting Foundation;MAJORCA;Majorca;30;101;10;1;0;3;03.03.22;27.05.22;75.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
NARS;Maquillage Make-Up;CompactPuder/PressedPowder;ARTI10329902;34502383101;9999;Light Reflecting Setting Powder Loose;CRYSTAL;Crystal;10;101;4;1;0;6;21.02.22;28.08.23;64.9;0;65;5.416666667;0.738461538;5;3;6;3;6;7;3;3;7;7;5;10
NARS;Maquillage Make-Up;Looser Puder;ARTI10329906;34502385101;9999;Light Reflecting Setting Powder Loose;SHORE;Shore;10;101;6;1;0;6;21.02.22;28.08.23;64.9;0;10;0.833333333;7.2;2;0;1;0;1;0;1;0;0;1;2;2
NARS;Maquillage Make-Up;Looser Puder;ARTI10329907;34502387101;9999;Light Reflecting Setting Powder Loose;MESA;Mesa;10;101;0;1;0;6;21.02.22;21.02.22;64.9;0;2;0.166666667;0;0;0;0;0;0;1;0;0;0;1;0;0
NARS;Maquillage Make-Up;Looser Puder;ARTI10329908;34502441101;9999;Light Reflecting Setting Powder Loose;SABLE;Sable;10;101;14;1;0;6;21.02.22;28.04.22;64.9;0;3;0.25;56;0;0;0;1;1;0;1;0;0;0;0;0
NARS;Maquillage Make-Up;CompactPuder/PressedPowder;ARTI10329909;34502379101;9999;Light Reflecting Setting Powder Pressed;SHORE;Shore;10;101;3;1;0;6;21.02.22;28.08.23;64.9;0;23;1.916666667;1.565217391;1;3;1;0;1;0;1;2;5;1;4;4
NARS;Maquillage Make-Up;CompactPuder/PressedPowder;ARTI10329910;34502381101;9999;Light Reflecting Setting Powder Pressed;MESA;Mesa;10;101;3;1;0;6;21.02.22;28.08.23;64.9;0;34;2.833333333;1.058823529;3;3;1;2;3;5;2;2;2;1;5;5
NARS;Maquillage Make-Up;CompactPuder/PressedPowder;ARTI10329911;34502439101;9999;Light Reflecting Setting Powder Pressed;SABLE;Sable;10;101;4;1;0;6;21.02.22;21.07.23;64.9;0;8;0.666666667;6;1;2;0;0;1;0;0;1;1;0;2;0
NARS;Maquillage Make-Up;CompactPuder/PressedPowder;ARTI10329912;34502415101;9999;Light Reflecting Setting MINI Powder Pressed;CRYSTAL;Crystal;3;101;4;1;0;6;02.08.22;28.08.23;17.45;0;64;5.333333333;0.75;2;4;1;7;3;9;7;4;10;9;3;5
NARS;Maquillage Make-Up;Compakt Cream Make-Up;ARTI10340837;34503029101;9999;Laguna Bronzing Cream 19ml;1;Shade 1;1;101;6;1;0;6;21.07.22;22.05.23;61.9;0;25;2.083333333;2.88;0;0;0;1;2;2;1;5;0;2;5;7
NARS;Maquillage Make-Up;Compakt Cream Make-Up;ARTI10340838;34503030101;9999;Laguna Bronzing Cream 19ml;2;Laguna;1;101;8;1;0;9;21.07.22;28.08.23;61.9;0;54;4.5;1.777777778;1;2;4;4;3;4;3;9;8;0;8;8
NARS;Maquillage Make-Up;Compakt Cream Make-Up;ARTI10340839;34503031101;9999;Laguna Bronzing Cream 19ml;3;Casino;1;101;3;1;0;3;21.07.22;28.07.23;61.9;0;9;0.75;4;0;1;0;0;0;0;1;1;0;3;1;2
NARS;Maquillage Make-Up;Compakt Cream Make-Up;ARTI10340840;34503032101;9999;Laguna Bronzing Cream 19ml;4;Shade 4;1;101;3;1;0;3;21.07.22;13.01.23;61.9;0;2;0.166666667;18;0;0;0;0;0;0;0;1;0;0;0;1
