Marke Beschreibung;Artikelkategorie Beschreibung;Artikeltyp Beschreibung;Artikelnr.;Kred.- Artikelnr.;Farbsaison2;Beschreibung;Kreditorfarbcode;Kreditor Farbtext;Grösse;Lagerort Code;Filialendbestand;NOS Griffeinheit;Mindestbestellmenge;Aktueller Sollbestand;Datum erster Wareneingang;Letztes WE Datum;VK-Preis aktuell;September 2023;Absatz 1 Jahr;Absatz Schnitt Monat;Reichweite in Monaten;August 2023;Juli 2023;Juni 2023;Mai 2023;April 2023;März 2023;Februar 2023;Januar 2023;Dezember 2022;November 2022;Oktober 2022;September 2022
St. Barth;Körperpflege Damen;Feuchtigkeitspflege;ARTI10308643;01009;9999;KOKOSNUSS ÖL KÖRPER- & HAARPFLEGE;FARBLOS;FARBLOS;200;101;4;1;0;6;01.11.21;09.08.23;49.9;0;19;1.583333333;2.526315789;2;2;2;3;3;0;1;0;4;0;2;0
St. Barth;Körperpflege Damen;Körperpflege;ARTI10308711;SCOF4BEST;9999;COFFRET 4 MIGNONETTES BESTSELLERS;FARBLOS;Farblos;SET;101;0;1;0;3;01.11.21;20.05.22;39.9;0;2;0.166666667;0;0;0;0;0;0;0;0;1;1;0;0;0
Björk & Berries;Körperpflege Damen;Feuchtigkeitspflege;ARTI10308815;326-086;9999;September Hand & Body Lotion;FARBLOS;FARBLOS;400;101;9;1;0;4;10.09.21;16.05.23;49.9;0;9;0.75;12;0;0;1;0;0;1;0;2;3;1;1;0
Björk & Berries;Körperpflege Damen;Feuchtigkeitspflege;ARTI10308818;326-080;9999;September Hand & Body Wash;FARBLOS;FARBLOS;400;101;13;1;0;5;10.09.21;16.05.23;36.9;0;24;2;6.5;0;0;3;4;2;1;0;4;4;2;2;2
Dr. Barbara Sturm;Körperpflege Damen;Reinigung Körper;ARTI10311399;12-100-01;9999;V-Wash;FARBLOS;FARBLOS;200;101;5;3;0;3;07.10.21;05.07.23;69.9;0;11;0.916666667;5.454545455;0;0;2;2;2;1;0;0;2;0;2;0
Dr. Barbara Sturm;Körperpflege Damen;Körperpflege;ARTI10311400;12-100-02;9999;V-Drops;FARBLOS;FARBLOS;50;101;3;3;0;3;07.10.21;07.03.23;99.9;0;3;0.25;12;0;0;1;0;0;0;1;0;0;0;1;0
Dr. Dennis Gross;Körperpflege Damen;Reinigung Körper;ARTI10312145;66750;9999;Alpha Beta® Exfoliating Body Treatment;FARBLOS;FARBLOS;2;101;2;3;0;0;10.01.22;10.01.22;31.9;0;4;0.333333333;6;1;1;0;0;0;0;1;1;0;0;0;0
Dr. Dennis Gross;Körperpflege Damen;Reinigung Körper;ARTI10312146;66749;9999;Alpha Beta® Exfoliating Body Treatment;FARBLOS;FARBLOS;8;101;1;3;0;0;22.04.22;22.04.22;91.9;0;3;0.25;4;0;0;0;0;0;0;1;1;1;0;0;0
Collistar;Körperpflege Damen;Körperpflege;ARTI10318597;25366;9999;Lift HD Body Ultra-Lifting Anti-Age Cream;FARBLOS;FARBLOS;400;101;6;1;0;6;17.11.21;15.08.23;67.9;0;34;2.833333333;2.117647059;1;2;3;5;1;1;3;1;4;3;3;7
Collistar;Körperpflege Damen;Reinigung Körper;ARTI10318609;25170;9999;Anti-Age Talasso-Scrub 300g;FARBLOS;FARBLOS;300;101;0;3;0;4;17.11.21;23.02.23;29.9;0;17;1.416666667;0;0;0;0;0;0;2;2;3;3;5;1;1
Dr. Barbara Sturm;Körperpflege Damen;Körperpflege;ARTI10323898;12-100-07;9999;Super Anti-Aging Neck and Décolleté Cream;FARBLOS;FARBLOS;50;101;2;1;0;2;20.12.21;05.07.23;255;0;7;0.583333333;3.428571429;0;0;2;2;1;0;0;0;0;0;1;1
Collistar;Körperpflege Damen;Körperpflege;ARTI10329318;25361;9999;Reshaping Draining Wraps 2x100 ml;FARBLOS;FARBLOS;100;101;11;1;0;6;18.02.22;14.03.23;51.9;0;34;2.833333333;3.882352941;3;2;2;1;3;7;3;1;5;2;1;4
Collistar;Körperpflege Damen;Körperpflege;ARTI10329319;25362;9999;Reshaping Draining Solution refill for wraps 4X100;FARBLOS;FARBLOS;100;101;6;1;0;5;18.02.22;22.08.23;51.9;0;25;2.083333333;2.88;2;1;2;2;1;4;3;2;3;3;0;2
Collistar;Körperpflege Damen;Körperpflege;ARTI10329320;25373;9999;Abdomen and Hip Meso-Remodeling Treatment;FARBLOS;FARBLOS;250;101;4;1;0;3;08.03.22;22.08.23;58.9;0;14;1.166666667;3.428571429;1;1;1;0;2;1;2;1;0;2;3;0
Collistar;Körperpflege Damen;Körperpflege;ARTI10329321;25032;9999;Anticellulite Thermal Cream;FARBLOS;FARBLOS;400;101;5;1;0;4;08.03.22;22.08.23;68.9;0;21;1.75;2.857142857;4;1;0;1;3;1;2;0;1;3;4;1
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10330617;70002;9999;Tea Rose Bubble Bath & Shower Gel;FARBLOS;Tea Rose Bubble;250;101;9;1;0;4;28.02.22;22.03.23;34.9;0;10;0.833333333;10.8;2;5;0;0;0;1;0;0;0;0;1;1
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10330627;70003;9999;Whisky & Water Bath & Shower Gel;FARBLOS;Whisky and Water;250;101;14;1;0;4;28.02.22;10.10.22;34.9;0;5;0.416666667;33.6;0;0;2;0;0;1;0;0;0;0;0;2
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10330628;70005;9999;Rhubarb Rhubarb! Bath & Shower Gel;FARBLOS;Rhubarb;250;101;6;1;0;4;28.02.22;11.01.23;34.9;0;11;0.916666667;6.545454545;0;1;1;0;0;1;0;1;3;1;2;1
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10330629;70006;9999;Golden Harvest Bubble Bath & Shower Gel;FARBLOS;Golden Harvest;250;101;10;1;0;4;28.02.22;15.09.22;34.9;0;7;0.583333333;17.14285714;0;0;0;0;1;1;0;3;0;0;0;2
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10330630;70007;9999;Willow Song Bath & Shower Gel;FARBLOS;Willow Song;250;101;13;1;0;4;28.02.22;10.10.22;34.9;0;8;0.666666667;19.5;1;1;0;1;0;0;0;2;0;0;1;2
Noble Isle;Körperpflege Damen;Feuchtigkeitspflege;ARTI10330632;70102;9999;Rhubarb Rhubarb! Body Hydrator;FARBLOS;Rhubarb;250;101;5;1;0;4;28.02.22;07.09.22;39.9;0;1;0.083333333;60;0;0;1;0;0;0;0;0;0;0;0;0
Noble Isle;Körperpflege Damen;Feuchtigkeitspflege;ARTI10330633;70103;9999;Golden Harvest Body Hydrator;FARBLOS;Golden Harrvest;250;101;10;1;0;4;28.02.22;15.03.22;39.9;0;3;0.25;40;0;1;1;0;0;0;0;0;0;1;0;0
Noble Isle;Körperpflege Damen;Feuchtigkeitspflege;ARTI10330634;70105;9999;Tea Rose Body Cream;FARBLOS;Tea Rose;250;101;8;1;0;4;01.03.22;20.04.22;59.9;0;3;0.25;32;0;0;0;0;0;1;1;0;1;0;0;0
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10331694;70004;9999;Fireside Bath & Shower Gel;FARBLOS;FARBLOS;250;101;12;1;0;3;28.02.22;03.03.22;34.9;0;6;0.5;24;0;0;0;0;0;0;0;0;2;1;0;3
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10331698;70008;9999;Lightning Oak Hair & Body Wash;FARBLOS;FARBLOS;250;101;17;1;0;3;28.02.22;28.02.22;34.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Noble Isle;Körperpflege Damen;Körperpflege;ARTI10331703;70101;9999;Fireside Body Lotion;FARBLOS;FARBLOS;250;101;14;1;0;3;28.02.22;28.02.22;39.9;0;5;0.416666667;33.6;0;0;0;1;0;1;1;1;0;0;0;1
Noble Isle;Körperpflege Damen;Feuchtigkeitspflege;ARTI10331708;70104;9999;Willow Song Body Cream;FARBLOS;FARBLOS;250;101;18;1;0;3;01.03.22;27.06.22;59.9;0;1;0.083333333;216;0;0;0;0;0;0;0;0;0;0;0;1
Björk & Berries;Körperpflege Damen;Reinigung Körper;ARTI10335790;326-114;9999;Dark Rain Hand & Body Wash;FARBLOS;Farblos;400;101;8;1;0;5;30.03.22;16.05.23;36.9;0;30;2.5;3.2;1;3;2;1;1;2;1;3;2;5;4;5
Björk & Berries;Körperpflege Damen;Körperpflege;ARTI10335791;326-113;9999;Dark Rain Hand & Body Lotion;FARBLOS;Farblos;400;101;7;1;0;3;30.03.22;16.05.23;49.9;0;9;0.75;9.333333333;0;0;0;1;0;1;0;1;2;2;2;0
Bioeffect;Körperpflege Damen;Körperpflege;ARTI10336144;BES 041;9999;EGF Body Serum;FARBLOS;Farblos;120;101;2;1;0;2;30.03.22;03.08.23;129.9;0;5;0.416666667;4.8;0;0;2;1;0;1;0;0;0;0;1;0
Bioeffect;Körperpflege Damen;Körperpflege;ARTI10336163;BES943;9999;EGF Serum Value Set;FARBLOS;Farblos;SET;101;3;1;0;0;05.04.22;17.06.22;218;0;5;0.416666667;7.2;2;0;2;1;0;0;0;0;0;0;0;0
Swiss Canna Med;Körperpflege Damen;Körperpflege;ARTI10338459;600107;9999;Bodylotion;FARBLOS;Farblos;200;101;2;1;0;4;29.11.22;04.05.23;39.9;0;20;1.666666667;1.2;2;0;0;4;4;3;3;2;2;0;0;0
Swiss Canna Med;Körperpflege Damen;Körperpflege;ARTI10338461;600104;9999;Anti-Cellulite Gel;FARBLOS;Farblos;250;101;4;1;0;0;11.05.22;06.04.23;39.9;0;1;0.083333333;48;0;0;0;0;1;0;0;0;0;0;0;0
Swiss Canna Med;Körperpflege Damen;Körperpflege;ARTI10338461;600104;9999;Anti-Cellulite Gel;FARBLOS;Farblos;200;101;3;1;0;3;29.11.22;26.07.23;39.9;0;3;0.25;12;0;0;1;0;0;2;0;0;0;0;0;0
Swiss Canna Med;Körperpflege Damen;Körperpflege;ARTI10338462;600106;9999;Massage Oil;FARBLOS;Farblos;200;101;0;1;0;4;05.10.22;26.07.23;39.9;0;32;2.666666667;0;3;2;2;3;3;5;2;4;5;2;1;0
Swiss Canna Med;Körperpflege Damen;Reinigung Körper;ARTI10338468;5094021;9999;Salz vomToten Meer mit CBD;FARBLOS;Farblos;350;101;2;1;0;3;11.05.22;29.03.23;35.9;0;19;1.583333333;1.263157895;1;2;0;0;0;0;0;2;6;3;1;4
Swiss Canna Med;Körperpflege Damen;Körperpflege;ARTI10338470;5083022;9999;CBN Good Night 30 Stk.;FARBLOS;Farblos;1;101;11;1;0;20;12.05.22;26.07.23;29.9;0;133;11.08333333;0.992481203;8;10;12;7;11;13;15;4;7;18;15;13
Swiss Canna Med;Körperpflege Damen;Körperpflege;ARTI10341222;5073021;9999;CBD Öl 5%;FARBLOS;Farblos;10;101;1;0;0;3;12.05.22;05.10.22;29.9;0;15;1.25;0.8;2;0;1;1;2;1;2;0;1;1;0;4
Swiss Canna Med;Körperpflege Damen;Körperpflege;ARTI10341225;5073024;9999;CBN Öl Forte 10%;FARBLOS;Farblos;10;101;2;0;0;2;12.05.22;26.07.23;149.9;0;9;0.75;2.666666667;0;1;0;1;0;1;2;0;0;2;0;2
Soeder;Körperpflege Damen;Feuchtigkeitspflege;ARTI10343934;SC 009 001 001 017;9999;Natural Lotion;ORANGE GROVE;Orange Grove;250;101;10;9;9;5;17.06.22;26.08.22;39.9;0;20;1.666666667;6;0;0;1;0;1;2;3;4;6;0;1;2
Collistar;Körperpflege Damen;Reinigung Körper;ARTI10345021;25377;9999;Anti-Water Talasso Shower Gel;FARBLOS;Farblos;250;101;0;3;0;3;17.06.22;28.04.23;23.9;0;13;1.083333333;0;1;3;0;1;2;0;1;0;2;1;1;1
Collistar;Körperpflege Damen;Reinigung Körper;ARTI10345022;25378;9999;Firming Talasso Shower Gel;FARBLOS;Farblos;250;101;0;3;0;4;17.06.22;05.05.23;23.9;0;19;1.583333333;0;2;3;0;0;2;1;1;4;0;2;0;4
Ananné;Körperpflege Damen;Körperpflege;ARTI10346089;87950199;9999;Oleum Quietis Treatment Oil of 7 Premium Essences;FARBLOS;Farblos;150;101;4;1;0;2;27.06.22;28.04.23;67.9;0;4;0.333333333;12;0;0;0;0;2;0;0;0;1;0;0;1
Alf Heller Switzerland;Körperpflege Damen;Feuchtigkeitspflege;ARTI10346620;360100;9999;Body Lotion;FARBLOS;Farblos;200;101;24;0;0;3;21.07.22;02.02.23;129.9;0;4;0.333333333;72;0;0;0;1;0;1;0;0;1;0;0;1
Soeder;Körperpflege Damen;Deodorant;ARTI10348556;SC 011 001 001 012;9999;Natural Deodorant Orange Grove;FARBLOS;Farblos;100;101;12;9;9;6;28.07.22;14.07.23;31.9;0;22;1.833333333;6.545454545;0;2;4;0;0;0;3;1;2;1;3;6
SwissExtract;Körperpflege Damen;Körperpflege;ARTI10349046;243168;9999;CBD Aqua Pure;FARBLOS;Farblos;30;101;1;0;0;0;21.07.22;21.07.22;49.45;0;4;0.333333333;3;1;2;0;0;0;0;1;0;0;0;0;0
SwissExtract;Körperpflege Damen;Körperpflege;ARTI10349047;243809;9999;CBD Body Lotion Relax;FARBLOS;Farblos;250;101;0;0;0;0;21.07.22;15.09.22;39.95;0;8;0.666666667;0;0;0;0;0;0;0;3;4;0;1;0;0
Noble Isle;Körperpflege Damen;Reinigung Körper;ARTI10353772;70010;9999;The Greenhouse Bath & Shower Gel;FARBLOS;The Greenhouse;250;101;8;0;0;3;02.09.22;02.09.22;34.9;0;4;0.333333333;24;0;0;1;0;0;0;0;0;0;1;2;0
Noble Isle;Körperpflege Damen;Feuchtigkeitspflege;ARTI10353773;70107;9999;The Greenhouse Body Lotion;FARBLOS;The Greenhouse;250;101;12;0;0;3;02.09.22;02.09.22;39.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Ouai;Körperpflege Damen;Reinigung Körper;ARTI10374511;773;9999;Body Cleanser St. Barth;FARBLOS;Farblos;300;101;10;12;12;8;20.02.23;25.05.23;37.9;0;25;2.083333333;4.8;3;6;3;3;5;4;1;0;0;0;0;0
Ouai;Körperpflege Damen;Feuchtigkeitspflege;ARTI10374543;772;9999;Body Crème St. Barth;FARBLOS;Farblos;212;101;9;12;12;8;20.02.23;25.05.23;48.9;0;24;2;4.5;1;9;5;0;4;4;1;0;0;0;0;0
Collistar;Körperpflege Damen;Körperpflege;ARTI10375590;25393;9999;Firming Lifting Wraps 2x100ml;FARBLOS;Farblos;SET;101;15;0;0;4;10.03.23;10.03.23;52.9;0;15;1.25;12;0;2;3;6;1;3;0;0;0;0;0;0
Collistar;Körperpflege Damen;Körperpflege;ARTI10375591;25394;9999;Firming Lifting Solution refill for wraps 4x100ml;FARBLOS;Farblos;SET;101;16;0;0;3;10.03.23;10.03.23;52.9;0;14;1.166666667;13.71428571;1;1;2;2;4;4;0;0;0;0;0;0
Dr. Barbara Sturm;Körperpflege Damen;Körperpflege;ARTI10376583;07-300-29;9999;Super Anti-Aging Body Serum;FARBLOS;Farblos;100;101;3;0;0;3;06.03.23;09.06.23;189.9;0;8;0.666666667;4.5;0;0;0;8;0;0;0;0;0;0;0;0
Abhati;Körperpflege Damen;Reinigung Körper;ARTI10379216;B.01.61;9999;Periya Body Cleanser;FARBLOS;Farblos;300;101;26;0;0;4;02.03.23;05.04.23;32.9;0;4;0.333333333;78;1;0;0;0;0;3;0;0;0;0;0;0
Abhati;Körperpflege Damen;Feuchtigkeitspflege;ARTI10379217;B.02.62;9999;Kanva Body Lotion;FARBLOS;Farblos;300;101;11;0;0;4;02.03.23;05.04.23;47.9;0;4;0.333333333;33;1;1;1;0;0;1;0;0;0;0;0;0
St. Barth;Körperpflege Damen;One Shots;ARTI10382641;S-SACHETORGPROMO;9999;St. Barth x Jelmoli 190 Years;FARBLOS;Farblos;SET;101;38;0;0;0;05.06.23;05.06.23;29.9;0;62;5.166666667;7.35483871;14;28;20;0;0;0;0;0;0;0;0;0
Björk & Berries;Körperpflege Damen;Reinigung Körper;ARTI10384998;326-124;9999;Botanist Hand & Body Wash;FARBLOS;Botanist;400;101;7;0;0;4;15.04.23;22.08.23;36.9;0;11;0.916666667;7.636363636;1;2;2;4;2;0;0;0;0;0;0;0
Björk & Berries;Körperpflege Damen;Reinigung Körper;ARTI10384999;326-134;9999;Herbalist Hand & Body Wash;FARBLOS;Herbalist;400;101;3;0;0;3;15.04.23;15.04.23;36.9;0;7;0.583333333;5.142857143;2;1;0;3;1;0;0;0;0;0;0;0
Björk & Berries;Körperpflege Damen;Feuchtigkeitspflege;ARTI10385000;326-135;9999;Herbalist Hand & Body Lotion;FARBLOS;Herbalist;400;101;8;0;0;1;15.04.23;15.04.23;49.9;0;2;0.166666667;48;1;0;0;1;0;0;0;0;0;0;0;0
Cellcosmet;Körperpflege Damen;Feuchtigkeitspflege;ARTI10385698;2117.2301;9999;Body Gel-Cream;FARBLOS;Farblos;200;101;5;0;0;3;18.04.23;30.08.23;235;0;2;0.166666667;30;0;2;0;0;0;0;0;0;0;0;0;0
Darling;Körperpflege Damen;Reinigung Körper;ARTI10386270;AG.DRG560;9999;Body Wash;FARBLOS;Farblos;225;101;10;0;0;2;04.05.23;04.05.23;44.9;0;2;0.166666667;60;1;0;0;1;0;0;0;0;0;0;0;0
Cellcosmet;Körperpflege Damen;Feuchtigkeitspflege;ARTI10387507;2116.2302;9999;Cellbust-XT;FARBLOS;Farblos;100;101;3;0;0;3;24.04.23;24.04.23;409.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
ARTDECO;Körperpflege Damen;One Shots;ARTI10390018;13615239;9999;Spray on Leg Foundation;FARBLOS;30 medium/dark;100;101;0;0;0;0;12.05.23;15.06.23;35.9;0;15;1.25;0;2;5;4;4;0;0;0;0;0;0;0;0
ARTDECO;Körperpflege Damen;One Shots;ARTI10390019;13622938;9999;Spray on Leg Foundation;FARBLOS;50 natural/medium;100;101;0;0;0;0;12.05.23;12.05.23;35.9;0;12;1;0;1;1;10;0;0;0;0;0;0;0;0;0
ARTDECO;Körperpflege Damen;One Shots;ARTI10390020;13615241;9999;Spray on Leg Foundation;FARBLOS;70 light/medium;100;101;0;0;0;0;12.05.23;15.06.23;35.9;0;21;1.75;0;0;2;18;1;0;0;0;0;0;0;0;0
BABOR;Körperpflege Damen;Feuchtigkeitspflege;ARTI10392587;401697;9999;Shaping Body Lotion;FARBLOS;Farblos;500;101;11;0;0;0;14.06.23;14.06.23;39.9;0;1;0.083333333;132;1;0;0;0;0;0;0;0;0;0;0;0
BABOR;Körperpflege Damen;Feuchtigkeitspflege;ARTI10392588;401731;9999;Energizing Body Lotion;FARBLOS;Farblos;500;101;5;0;0;0;14.06.23;14.06.23;39.9;0;1;0.083333333;60;1;0;0;0;0;0;0;0;0;0;0;0
Malin+Goetz;Körperpflege Damen;Deodorant;ARTI10394282;491-016;9999;Eucalyptus Deo;FARBLOS;Farblos;1;101;4;0;0;6;20.07.23;20.07.23;29.9;0;2;0.166666667;24;1;1;0;0;0;0;0;0;0;0;0;0
Malin+Goetz;Körperpflege Damen;Deodorant;ARTI10394283;491-035;9999;Bergamot Deo;FARBLOS;Farblos;1;101;5;0;0;6;20.07.23;22.08.23;29.9;0;7;0.583333333;8.571428571;3;4;0;0;0;0;0;0;0;0;0;0
Cellcosmet;Körperpflege Damen;Feuchtigkeitspflege;ARTI10395541;45.45.2117.2302;9999;CellEctive CellLift Lotion GEN 2.;FARBLOS;Farblos;200;101;12;0;0;0;30.08.23;30.08.23;275;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Oribe;Körperpflege Damen;Reinigung Körper;ARTI10401385;401940;9999;Côte d'Azur Body Wash;FARBLOS;Farblos;300;101;6;0;3;0;31.08.23;31.08.23;57.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Oribe;Körperpflege Damen;Reinigung Körper;ARTI10401386;401948;9999;Valley of Flowers Body Wash;FARBLOS;Farblos;300;101;6;0;3;0;31.08.23;31.08.23;57.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Oribe;Körperpflege Damen;Reinigung Körper;ARTI10401387;401944;9999;Desertland Body Wash;FARBLOS;Farblos;300;101;6;0;3;0;31.08.23;31.08.23;67.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Cellcosmet;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10232969;3115.1507;9999;CELLMEN;010;FACE ULTRA AIRLESS;50;101;5;1;1;5;22.04.21;30.08.23;325;0;39;3.25;1.538461538;2;2;1;6;2;3;1;5;7;3;5;2
Gillette;Gesichtspflege Herren;Gel/Schaum;ARTI10233229;105580;9999;GILLETTE FOAM;002;SKINGUARD SENSITIVE SCHAUM;250;101;0;6;6;0;12.03.21;12.03.21;2.95;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Cellcosmet;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10263812;3217.0802;9999;CELLMEN;015;WASH N'SHAVE;150;101;2;1;1;3;22.04.21;17.08.23;135;0;21;1.75;1.142857143;1;0;6;2;0;1;0;2;4;2;1;2
Cellcosmet;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10265680;3115.0801;9999;CELLMEN;016;CELLSPLASH;50;101;3;1;1;5;01.03.21;08.06.23;165;0;38;3.166666667;0.947368421;2;3;1;4;2;3;2;2;9;2;4;4
Fiasconaro;Gesichtspflege Herren;Gel/Schaum;ARTI10265684;100839;9999;GILLETTE GEL;001;EMPFINDLICHE HAUT;200;101;0;1;6;6;12.03.21;12.03.21;3.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Cellcosmet;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10266912;3313.1901;9999;CELLMEN;019;CELLULTRA EYE SERUM-XT;15;101;-1;1;1;4;06.04.21;17.08.23;205;0;24;2;-0.5;1;1;2;3;1;1;0;3;3;2;3;4
Gillette;Gesichtspflege Herren;Gel/Schaum;ARTI10267987;970064;9999;GILLETTE FOAM;001;EMPFINDLICHE HAUT;200;101;0;6;6;0;04.06.21;04.06.21;1.95;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Fiasconaro;Gesichtspflege Herren;Gel/Schaum;ARTI10269721;104160;9999;GILLETTE GEL;012;FUSION PROGLIDE HYDRATING;200;101;0;1;1;3;31.01.21;31.01.21;5.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Cellcosmet;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10271032;3216.0801;9999;CELLMEN;012;FACE SCRUB;100;101;4;1;1;4;06.09.21;09.08.23;135;0;10;0.833333333;4.8;1;0;0;0;0;1;1;1;3;1;0;2
Collistar;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10318585;28530;9999;Hyaluronic Acid moisturizing lifting - Relaunch;FARBLOS;FARBLOS;30;101;3;1;0;3;17.11.21;15.06.23;48.9;0;4;0.333333333;9;0;0;0;1;0;1;0;0;0;0;1;1
Collistar;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10318586;28531;9999;Collagen anti-wrinkle regenerating;FARBLOS;FARBLOS;30;101;2;1;0;3;17.11.21;17.05.23;48.9;0;9;0.75;2.666666667;4;0;0;2;0;1;1;0;0;0;1;0
Collistar;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10318587;28524;9999;Daily Protective Moisturizer face and eye cream 24;FARBLOS;FARBLOS;80;101;6;1;0;6;17.11.21;08.08.23;43.9;0;34;2.833333333;2.117647059;1;0;3;1;4;2;3;4;6;6;3;1
Collistar;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10318589;28525;9999;Total Freshness Moisturizer Face and Eye Cream-Gel;FARBLOS;FARBLOS;80;101;6;1;0;6;17.11.21;29.08.23;43.9;0;40;3.333333333;1.8;3;1;3;2;3;1;4;3;7;7;3;3
Collistar;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10318591;28526;9999;Oil Free Moisturizer Face and Eye Gel 24h;FARBLOS;FARBLOS;80;101;4;1;0;4;17.11.21;22.08.23;43.9;0;18;1.5;2.666666667;1;1;2;2;2;1;0;1;2;1;2;3
Collistar;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10328517;28013;9999;Sensitive Skins After Shave;FARBLOS;FARBLOS;100;101;8;1;0;8;10.02.22;22.08.23;43.9;0;43;3.583333333;2.23255814;3;1;2;5;3;19;2;0;6;2;0;0
Collistar;Gesichtspflege Herren;Gel/Schaum;ARTI10336709;28024;9999;Perfect Shaving Technical Gel;FARBLOS;Farblos;200;101;4;1;0;3;04.04.22;29.08.23;18.9;0;16;1.333333333;3;2;1;1;1;0;2;0;1;3;4;0;1
Collistar;Gesichtspflege Herren;Gel/Schaum;ARTI10336710;28042;9999;Perfect Adherence Shaving Foam Sensitive;FARBLOS;Farblos;200;101;4;1;0;3;04.04.22;05.05.23;16.9;0;19;1.583333333;2.526315789;0;1;0;1;1;1;2;1;7;2;1;2
Collistar;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10345018;28535;9999;AA Energizing Cream-Gel;FARBLOS;Farblos;50;101;5;3;0;3;17.06.22;25.05.23;63.9;0;9;0.75;6.666666667;1;0;0;2;1;0;0;2;2;0;0;1
Collistar;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10345019;28536;9999;Anti-Wrinkle Revitalizing Cream;FARBLOS;Farblos;50;101;4;3;0;3;17.06.22;15.06.23;63.9;0;18;1.5;2.666666667;1;0;2;1;1;2;1;0;6;1;1;2
Naban;Gesichtspflege Herren;Gel/Schaum;ARTI10348000;1900;9999;Rasiercreme;FARBLOS;Farblos;100;101;4;0;0;6;19.07.22;04.01.23;39.9;0;12;1;4;0;0;1;2;2;1;0;0;4;0;1;1
Naban;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10348003;1901;9999;Rasieröl;FARBLOS;Farblos;30;101;8;0;0;4;19.07.22;29.03.23;42.9;0;8;0.666666667;12;0;0;0;0;0;1;2;0;2;0;3;0
Naban;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10348007;1904;9999;After Shave Balm;FARBLOS;Farblos;50;101;6;0;0;4;19.07.22;25.08.22;69.9;0;4;0.333333333;18;0;0;0;0;0;0;0;0;2;1;1;0
Naban;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10348010;1920;9999;After Shave Balm;FARBLOS;Farblos;100;101;6;0;0;6;19.07.22;25.08.22;99.9;0;9;0.75;8;1;0;1;0;0;1;3;0;2;0;0;1
Naban;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10348012;1905;9999;Moisturizer;FARBLOS;Farblos;50;101;7;0;0;4;19.07.22;04.01.23;89.9;0;5;0.416666667;16.8;0;0;0;0;0;0;0;0;4;1;0;0
Naban;Gesichtspflege Herren;Herren-Gesichtspflege;ARTI10348014;1921;9999;Moisturizer;FARBLOS;Farblos;100;101;6;0;0;6;19.07.22;25.08.22;129.9;0;6;0.5;12;1;0;0;2;0;0;1;0;2;0;0;0
Gillette;Rasieracces./ZubehörHerren;Klingen Manuell;ARTI10258761;105563;9999;GILLETTE KLINGEN MEN;036;SKINGUARD SENSITIVE KLINGEN;8;101;0;10;10;0;12.03.21;12.03.21;14.45;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Gillette;Rasieracces./ZubehörHerren;Rasierer Manuell;ARTI10258835;970646;9999;GILLETTE RASIERER;038;SKINGUARD SENS. RASIERER 2 KLI;OS;101;0;6;6;0;17.05.21;15.11.21;6.95;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Gillette;Rasieracces./ZubehörHerren;Rasierer Manuell;ARTI10269289;105193;9999;GILLETTE RASIERER;035;F5 PROGLIDE FLEXBALL;KEINEGRÖßE;101;0;6;6;0;12.03.21;12.03.21;11.45;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
